web-scraper-order,web-scraper-start-url,volume,volume-href,article-href,article_link-href,abstract,author_group,issue_date,keywords
"1551951339-457","https://www.sciencedirect.com/journal/social-networks/issues","Volume 35, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/35/issue/1","Extended structures of mediation: Re-examining brokerage in dynamic networks","https://www.sciencedirect.com/science/article/pii/S0378873313000087","In this paper we revisit the concept of brokerage in social networks. We elaborate on the concept of brokerage as a process, identifying three distinct classes of brokerage behavior. Based on this process model, we develop a framework for measuring brokerage opportunities in dynamic relational data. Using data on emergent inter-organizational collaborations, we employ the dynamic brokerage framework to examine the relationship between organizational attributes and coordination in the evolving network. Comparing the findings of our process-based definition with traditional, static approaches, we identify important dimensions of organizational action that would be missed by the latter approach.","Author links open overlay panelEmma S.SpiroaRyan M.ActonbCarter T.Buttsacd","Volume 35, Issue 1, January 2013, Pages 130-143","KeywordsBrokerageSocial processesStructural theorySocial networksStructural dynamicsCoordinationEmergent multi-organizational networks"
"1551950496-195","https://www.sciencedirect.com/journal/social-networks/issues","Volume 28, Issue 4","https://www.sciencedirect.com/journal/social-networks/vol/28/issue/4","Measuring social networks cross-culturally","https://www.sciencedirect.com/science/article/pii/S0378873305000560","This paper explores the reliability and validity of a cross-cultural survey approach to network measurement using data from two ethnic groups in rural West Africa. Over a 2-week test-retest period, no significant differences in network size were detected. Network composition was less stable over the same period, particularly among peripheral versus core network members. Comparisons with support networks identified through lifecycle interviews and 24 h recall support the construct validity of the survey approach in both ethnic groups.","Author links open overlay panelAlayne M.AdamsaSangeethaMadhavanbDominiqueSimonc","Volume 28, Issue 4, October 2006, Pages 363-376","KeywordsCross-cultural measurementReliabilityValiditySocial supportData collection techniques"
"1551952376-789","https://www.sciencedirect.com/journal/social-networks/issues","Volume 53","https://www.sciencedirect.com/journal/social-networks/vol/53/suppl/C","Do transnational brokers always win? A multilevel analysis of social support","https://www.sciencedirect.com/science/article/pii/S0378873316300752","Migrants often maintain relationships with significant others located in their countries of origin, which results in having transnational interpersonal ties in addition to local ones. The majority of previous studies indicate that financial and social remittances flow from countries of immigration to the countries of emigration through migrants and their networks. However, less is known about who is involved in those exchanges, what kind of supportive resources flow within and across nation-state borders, and what level of individual cross-border engagement of migrants is related to those flows. We ask whether and how transnationality as an individual attribute, together with other personal, dyadic, and supradyadic characteristics, explain received social support. Drawing on data from 100 ego-centric networks collected from Turkish migrants in Germany, the results indicate that not only the dyadic level but also network structure, the position occupied by individuals in the network and their level of transnationality explain supportive resource flows within and across borders.","Author links open overlay panelBaşakBilecenAndrésCardona","Volume 53, May 2018, Pages 90-100","KeywordsTransnationalityBrokerageCohesionSocial supportEgo-centric network analysisMigration"
"1551950425-175","https://www.sciencedirect.com/journal/social-networks/issues","Volume 28, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/28/issue/2","Computing core/periphery structures and permutation tests for social relations data","https://www.sciencedirect.com/science/article/pii/S0378873305000456","The core/periphery structure is ubiquitous in network studies. The discrete version of the concept is that individuals in a group belong to either the core, which has a high density of ties, or to the periphery, which has a low density of ties. The density of ties between the core and the periphery may be either high or low. If the core/periphery structure is given a priori, then there is no problem in finding a suitable statistical test. Often, however, the structure is not given, which presents us with two problems, searching for the optimal core/periphery structure, and devising a valid statistical test to replace the one invalidated by the search. UCINET [Borgatti, S.P., Everett, M.G., Freeman, L.C., 2002. UCINET for Windows, Version 6.59: Software for Social Network Analysis. Analytic Technologies, Harvard], the oldest and most trusted network program, gives incorrect answers in some simple cases for the first problem and does not address the second. This paper solves both problems with an adaptation of the Kernighan–Lin search algorithm, and with a permutation test incorporating this algorithm.","Author links open overlay panelJohn P.BoydWilliam J.FitzgeraldRobert J.Beck","Volume 28, Issue 2, May 2006, Pages 165-178","KeywordsCorePeripheryPermutation testAlgorithm"
"1551951996-669","https://www.sciencedirect.com/journal/social-networks/issues","Volume 46","https://www.sciencedirect.com/journal/social-networks/vol/46/suppl/C","Analyzing Social Networks, S. Borgatti, M. Everett, J. Johnson. Sage, London (2013)","https://www.sciencedirect.com/science/article/pii/S0378873315300575","null","Author links open overlay panelRobertHanneman","Volume 46, July 2016, Pages 101-102","null"
"1551952432-806","https://www.sciencedirect.com/journal/social-networks/issues","Volume 54","https://www.sciencedirect.com/journal/social-networks/vol/54/suppl/C","Referrals and information flow in networks increase discrimination: A laboratory experiment","https://www.sciencedirect.com/science/article/pii/S0378873317303088","Referrals and information flow distort market mechanisms of hiring in the labor market, but they might assist employers under asymmetric information in finding better alternatives. This paper investigates whether an impartial information flow between employers in a cyclic network structure could generate more discrimination than when no information is exchanged between employers. We set up an artificial labor market in which there was no average quality difference between two categories of workers. We asked participants to play the role of employers and examined the partiality of their hiring choices. Results showed that discrimination was prevalent in all conditions. Higher standards by the employers for the quality of workers increased discrimination as did the presence of referrals from workers. Unexpectedly, impartial information flow in a cyclic network of employers did not help to decrease discrimination. We also showed that these mechanisms interact with and subdue each other in complex ways.","Author links open overlay panelKárolyTakácsaGiangiacomoBravobFlaminioSquazzonic","Volume 54, July 2018, Pages 254-265","KeywordsHiring discriminationReferralsRecommendationsInformation networksLabor marketLaboratory experimentQuality standards"
"1551950601-228","https://www.sciencedirect.com/journal/social-networks/issues","Volume 29, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/29/issue/2","An introduction to exponential random graph (p*) models for social networks","https://www.sciencedirect.com/science/article/pii/S0378873306000372","This article provides an introductory summary to the formulation and application of exponential random graph models for social networks. The possible ties among nodes of a network are regarded as random variables, and assumptions about dependencies among these random tie variables determine the general form of the exponential random graph model for the network. Examples of different dependence assumptions and their associated models are given, including Bernoulli, dyad-independent and Markov random graph models. The incorporation of actor attributes in social selection models is also reviewed. Newer, more complex dependence assumptions are briefly outlined. Estimation procedures are discussed, including new methods for Monte Carlo maximum likelihood estimation. We foreshadow the discussion taken up in other papers in this special edition: that the homogeneous Markov random graph models of Frank and Strauss [Frank, O., Strauss, D., 1986. Markov graphs. Journal of the American Statistical Association 81, 832–842] are not appropriate for many observed networks, whereas the new model specifications of Snijders et al. [Snijders, T.A.B., Pattison, P., Robins, G.L., Handock, M. New specifications for exponential random graph models. Sociological Methodology, in press] offer substantial improvement.","Author links open overlay panelGarryRobinsPipPattisonYuvalKalishDeanLusher","Volume 29, Issue 2, May 2007, Pages 173-191","KeywordsExponential random graph modelsStatistical models for social networksp* models"
"1551951615-547","https://www.sciencedirect.com/journal/social-networks/issues","Volume 38","https://www.sciencedirect.com/journal/social-networks/vol/38/suppl/C","Statistical power of the social network autocorrelation model","https://www.sciencedirect.com/science/article/pii/S0378873314000185","The network autocorrelation model has become an increasingly popular tool for conducting social network analysis. More and more researchers, however, have documented evidence of a systematic negative bias in the estimation of the network effect (ρ). In this paper, we take a different approach to the problem by investigating conditions under which, despite the underestimation bias, a network effect can still be detected by the network autocorrelation model. Using simulations, we find that moderately-sized network effects (e.g., ρ = .3) are still often detectable in modest-sized networks (i.e., 40 or more nodes). Analyses reveal that statistical power is primarily a nonlinear function of network effect size (ρ) and network size (N), although both of these factors can interact with network density and network structure to impair power under certain rare conditions. We conclude by discussing implications of these findings and guidelines for users of the autocorrelation model.","Author links open overlay panelWeiWangaEric J.NeumanbDaniel A.Newmanb","Volume 38, July 2014, Pages 88-99","KeywordsNetwork autocorrelation modelSocial network analysisStatistical power"
"1551950883-312","https://www.sciencedirect.com/journal/social-networks/issues","Volume 31, Issue 4","https://www.sciencedirect.com/journal/social-networks/vol/31/issue/4","Ethnic segregation in context: Social discrimination among native Dutch pupils and their ethnic minority classmates","https://www.sciencedirect.com/science/article/pii/S037887330900032X","Social discrimination, defined as the relative preference for intra-ethnic over inter-ethnic relationships, was studied in pupils’ networks in Dutch secondary school classes. While native Dutch pupils (ethnic majority members) mainly named fellow majority members, ethnic minority members reported ties with as many majority as minority members. Considering the ethnic composition of the classroom, however, majority members discriminated less than minorities. No strong effect of classroom ethnic composition on social discrimination was found, whereas neighborhood composition was shown to clearly influence social discrimination: ethnic minority members were more, and majority members less inclined to discriminate in neighborhoods with more ethnic presence.","Author links open overlay panelLotteVermeijaMarijtje A.J.van DuijnbChrisBaerveldtc","Volume 31, Issue 4, October 2009, Pages 230-239","KeywordsClassroom compositionInter-ethnic relationshipsMultilevel p2 modelNeighborhood compositionSocial discrimination"
"1551950852-303","https://www.sciencedirect.com/journal/social-networks/issues","Volume 31, Issue 3","https://www.sciencedirect.com/journal/social-networks/vol/31/issue/3","Representing degree distributions, clustering, and homophily in social networks with latent cluster random effects models","https://www.sciencedirect.com/science/article/pii/S0378873309000173","Social network data often involve transitivity, homophily on observed attributes, community structure, and heterogeneity of actor degrees. We propose a latent cluster random effects model to represent all of these features, and we develop Bayesian inference for it. The model is applicable to both binary and non-binary network data. We illustrate the model using two real datasets: liking between monks and coreaderships between Slovenian publications. We also apply it to two simulated network datasets with very different network structure but the same highly skewed degree sequence generated from a preferential attachment process. One has transitivity and community structure while the other does not. Models based solely on degree distributions, such as scale-free, preferential attachment and power-law models, cannot distinguish between these very different situations, but the latent cluster random effects model does.","Author links open overlay panelPavel N.Krivitsky12Mark S.Handcock1Adrian E.Raftery3Peter D.Hoff4","Volume 31, Issue 3, July 2009, Pages 204-213","KeywordsBayesian inferenceLatent variableMarkov chain Monte CarloModel-based clusteringSmall world networkScale-free network"
"1551950216-115","https://www.sciencedirect.com/journal/social-networks/issues","Volume 26, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/26/issue/1","Chain reactions in adolescents’ cigarette, alcohol and drug use: similarity through peer influence or the patterning of ties in peer networks?","https://www.sciencedirect.com/science/article/pii/S0378873303000352","Similarity in substance use among adolescents and their peers is usually attributed to peer influence or, occasionally, to either peer influence or selection. This paper suggests that similarity is due to both peer influence and selection. For some adolescents, peer influence outside the chain occurs first and selection follows; for others, selection occurs first and peer influence within the chain follows. Whichever occurs first, all adolescents are selected and nearly all are influenced. Peer networks contribute to similarity by providing a pattern of peer ties in which peer influence can flourish. Chain reactions result from the pattern and peer influence.","Author links open overlay panelDeirdre MKirke","Volume 26, Issue 1, January 2004, Pages 3-28","KeywordsChain reactionsAdolescentsSubstance usePeer influencePeer networks"
"1551951689-571","https://www.sciencedirect.com/journal/social-networks/issues","Volume 40","https://www.sciencedirect.com/journal/social-networks/vol/40/suppl/C","On efficient use of entropy centrality for social network analysis and community detection","https://www.sciencedirect.com/science/article/pii/S0378873314000550","This paper motivates and interprets entropy centrality, the measure understood as the entropy of flow destination in a network. The paper defines a variation of this measure based on a discrete, random Markovian transfer process and showcases its increased utility over the originally introduced path-based network entropy centrality. The re-defined entropy centrality allows for varying locality in centrality analyses, thereby distinguishing locally central and globally central network nodes. It also leads to a flexible and efficient iterative community detection method. Computational experiments for clustering problems with known ground truth showcase the effectiveness of the presented approach.","Author links open overlay panelAlexander G.NikolaevRaihanRazibAshwinKucheriya","Volume 40, January 2015, Pages 154-162","KeywordsSocial network modelingCentralityEntropyCommunity detectionClustering"
"1551950873-309","https://www.sciencedirect.com/journal/social-networks/issues","Volume 31, Issue 4","https://www.sciencedirect.com/journal/social-networks/vol/31/issue/4","Explaining the power-law degree distribution in a social commerce network","https://www.sciencedirect.com/science/article/pii/S0378873309000367","Social commerce is an emerging trend in which online shops create referral hyperlinks to other shops in the same online marketplace. We study the evolution of a social commerce network in a large online marketplace. Our dataset starts before the birth of the network (at which points shops were not linked to each other) and includes the birth of the network. The network under study exhibits a typical power-law degree distribution. We empirically compare a set of edge formation mechanisms (including preferential attachment and triadic closure) that may explain the emergence of this property. Our results suggest that the evolution of the network and the emergence of its power-law degree distribution are better explained by a network evolution mechanism that relies on vertex attributes that are not based on the structure of the network. Specifically, our analysis suggests that the power-law degree distribution emerges because shops prefer to connect to shops with more diverse assortments, and assortment diversity follows a power-law distribution. Shops with more diverse assortments are more attractive to link to because they are more likely to bring traffic from consumers browsing the WWW. Therefore, our results also imply that social commerce networks should not be studied in isolation, but rather in the context of the broader network in which they are embedded (the WWW).","Author links open overlay panelAndrew T.StephenaOlivierToubiab1","Volume 31, Issue 4, October 2009, Pages 262-270","KeywordsNetwork evolutionPreferential attachmentClusteringReciprocityEmpirical modelingSocial commerce"
"1551951617-548","https://www.sciencedirect.com/journal/social-networks/issues","Volume 38","https://www.sciencedirect.com/journal/social-networks/vol/38/suppl/C","Statistical modelling of the group structure of social networks","https://www.sciencedirect.com/science/article/pii/S0378873314000161","This research evaluates the identification of group structure in social networks through the latent class model and a new Bayesian model comparison method for the number of latent classes. The approach is applied to a well-known network of women in Natchez Mississippi. The latent class analysis reproduces the group structure of the women identified by the original sociologists.","Author links open overlay panelMurrayAitkinaDuyVubBrianFrancisc","Volume 38, July 2014, Pages 74-87","KeywordsSocial groupsLatent classesBayesian model comparisonNatchez women"
"1551952420-802","https://www.sciencedirect.com/journal/social-networks/issues","Volume 54","https://www.sciencedirect.com/journal/social-networks/vol/54/suppl/C","Heating up the debate? Measuring fragmentation and polarisation in a German climate change hyperlink network","https://www.sciencedirect.com/science/article/pii/S0378873316300223","Research into polarisation on the internet has so far primarily focused on contentious issues and yielded contradictory results. Shifting the focus to a non-contentious setting, this article combines community detection with brokerage analysis and exponential random graph models to assess the degree of polarisation at different levels of a German hyperlink network on climate change. Although homophily accounts for a moderate degree of polarisation at the top level of the network, the communities reveal that other factors prove more decisive in shaping its structure and the article thus contributes to a more refined understanding of the nature of online polarisation.","Author links open overlay panelThomasHäussler","Volume 54, July 2018, Pages 303-313","KeywordsBrokerageExponential random graph modelPolarisationClimate changeHyperlinkContentiousness"
"1551952092-699","https://www.sciencedirect.com/journal/social-networks/issues","Volume 48","https://www.sciencedirect.com/journal/social-networks/vol/48/suppl/C","Network formation in the interbank money market: An application of the actor-oriented model","https://www.sciencedirect.com/science/article/pii/S0378873316303872","This paper investigates the driving forces behind banks’ link formation in the interbank market by applying the stochastic actor oriented model (SAOM). Our data consists of quarterly networks constructed from the transactions on an electronic trading platform (e-MID) for interbank credit over the period from 2001 to 2010. The analysis strongly supports the hypothesis that the existence and extent of past credit relationships is a major determinant of credit provision (i.e., link formation) in subsequent periods. We also find explanatory power of size-related characteristics, but little influence of past interest rates. The actor-based analysis, thus, confirms the prevalent view that interbank credit is mainly determined by lasting business relationships and less so by competition for the best price (interest rate). Our findings also show that topological features exert a certain influence on the network formation process. The major changes found for the period after the onset of the financial crisis are that: (1) large banks and those identified as ‘core’ intermediaries became even more sought of as counterparties and (2) indirect counterparty risk appeared to be more of a concern as we find a higher tendency to avoid indirect exposure as indicated by clustering effects.","Author links open overlay panelKarlFingeraThomasLuxbc","Volume 48, January 2017, Pages 237-249","JEL classificationG21G01C35"
"1551951892-636","https://www.sciencedirect.com/journal/social-networks/issues","Volume 44","https://www.sciencedirect.com/journal/social-networks/vol/44/suppl/C","Dense core model for cohesive subgraph discovery","https://www.sciencedirect.com/science/article/pii/S0378873315000520","Discovery of cohesive subgraphs is an important issue in social network analysis. As representative cohesive subgraphs, pseudo cliques have been developed by relaxing the perfection of cliques. By enumerating pseudo clique subgraphs, we can find some structures of interest such as a star-like structure. However, a little more complicated structures such as a core/periphery structure is still hard to be found by them. Therefore, we propose a novel pseudo clique called ρ-dense core and show the connection with the other pseudo cliques. Moreover, we show that a set of ρ-dense core subgraphs gives an optimal solution in a graph partitioning problem. Several experiments on real-life networks demonstrated the effectiveness for cohesive subgraph discovery.","Author links open overlay panelSadamoriKoujakuIchigakuTakigawaMineichiKudoHideyukiImai","Volume 44, January 2016, Pages 143-152","KeywordsGraph analysisPseudo cliqueCore/periphery structure"
"1551952523-835","https://www.sciencedirect.com/journal/social-networks/issues","Volume 55","https://www.sciencedirect.com/journal/social-networks/vol/55/suppl/C","Mapping social milieus and cohesion patterns between 1997 and 2014. Exploiting the potential of the occupational position generator","https://www.sciencedirect.com/science/article/pii/S0378873317303167","The study joins the stream of the social network approach attempting to look beyond micro-level association patterns towards macro-structural modeling. Utilizing the versatility of the occupational position generator technique for measuring network resources generally related to hierarchical aspects, an attempt is made to apply the tool for horizontal targets. Furthermore, with some conceptual transfer, the paper applies the distinction between omnivorous and univorous patterns of symbolic selectivity to nexus choice as well. The comparative investigation relies on data from four Hungarian national surveys from the 1990s on, using 19 items of the position generator to measure network resources. Exploratory and confirmative factor analyses reveal four dimensions of occupational milieus; Goodman RC modeling outlines two organizing axes behind them interpreted in network terms as status and betweenness centrality. Latent class analysis results in a five-element typology with both vertical and horizontal features. The findings point to the stability, in some respects to the increase of gaps between various segments along the social ladder. As concerns the cultural aspect, returns on relational selectivity indicate some fading or even reversal of the omnivorous trend in contemporary Hungary; both tendencies suggesting some growth of distances between milieus with the related problems of social cohesion.","Author links open overlay panelKmettyZoltánaTardosRóbertaAlbertFruzsinabcDávidBeátacd","Volume 55, October 2018, Pages 116-129","KeywordsPosition generatorOccupational milieusMacro-structural modelingOmninex/uninex network patternsSocial integration"
"1551951150-395","https://www.sciencedirect.com/journal/social-networks/issues","Volume 34, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/34/issue/1","Geography of Twitter networks","https://www.sciencedirect.com/science/article/pii/S0378873311000359","The paper examines the influence of geographic distance, national boundaries, language, and frequency of air travel on the formation of social ties on Twitter, a popular micro-blogging website. Based on a large sample of publicly available Twitter data, our study shows that a substantial share of ties lies within the same metropolitan region, and that between regional clusters, distance, national borders and language differences all predict Twitter ties. We find that the frequency of airline flights between the two parties is the best predictor of Twitter ties. This highlights the importance of looking at pre-existing ties between places and people.","Author links open overlay panelYuriTakhteyevaAnatoliyGruzdbBarryWellmanc","Volume 34, Issue 1, January 2012, Pages 73-81","KeywordsSocial networksDistanceProximityNation-statesLanguageAir travelTwitter"
"1551951707-577","https://www.sciencedirect.com/journal/social-networks/issues","Volume 40","https://www.sciencedirect.com/journal/social-networks/vol/40/suppl/C","Twitter users change word usage according to conversation-partner social identity","https://www.sciencedirect.com/science/article/pii/S037887331400046X","This paper investigates how people express social identity at a large scale on a social network. We looked at communities of users on the Twitter website, and tested two established social-psychology theories that are usually performed at local scale. We found evidence of Communication Accommodation Theory, where community members vary their language characteristics depending on which community they are communicating with. We also found the level of linguistic variation correlated with how isolated a community was: evidence that there is Convergence between linked members. This demonstrates the power of methods which analyse subtle human behaviour on social networks.","Author links open overlay panelNadineTamburriniaMarcoCinnirellabVincent A.A.JansenaJohnBrydena","Volume 40, January 2015, Pages 84-89","KeywordsTwitterCommunity structureSocial identityLanguage accommodationLinguistic convergenceSocial network analysis"
"1551950907-320","https://www.sciencedirect.com/journal/social-networks/issues","Volume 32, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/32/issue/1","Social network engineering and race in a police academy: A longitudinal analysis","https://www.sciencedirect.com/science/article/pii/S037887330900046X","This research examined an attempt to facilitate racial integration by populating squads (i.e., workgroups) in a police academy with mixes of recruits that reflected the racial demographics of the larger cohort. This was part of the social infrastructure of the academy. Additionally, a fixed seating arrangement was considered as a second element of academy infrastructure capable of impacting racial integration. We examined the consequences of these academy components over time with regard to race by combining ethnographic accounts with social network data collected throughout the academy and using a variety of network analytic tools. These consequences with regard to race were examined as a part of social network evolution. The academy's social arrangements did accelerate the creation of social knowledge of recruits about each other and the formation of friendship ties both within and between races. However, our results point to clear limitations to such infrastructural engineering and have implications for both recruitment to police academies and dealing with race. They shed light also on processes of homophily and group composition over time and have implications for studying social networks.","Author links open overlay panelNormanContiaPatrickDoreianbc","Volume 32, Issue 1, January 2010, Pages 30-43","KeywordsDynamic networksRacePolice academyNetworks over timeNetwork evolution"
"1551952458-815","https://www.sciencedirect.com/journal/social-networks/issues","Volume 54","https://www.sciencedirect.com/journal/social-networks/vol/54/suppl/C","Dynamic social media affiliations among UK politicians","https://www.sciencedirect.com/science/article/pii/S0378873317302277","Inter-personal affiliations and coalitions are an important part of politicians’ behaviour, but are often difficult to observe. Since an increasing amount of political communication now occurs online, data from online interactions may offer a new toolkit to study ties between politicians; however, the methods by which robust insights can be derived from online data require further development, especially around the dynamics of political social networks. We develop a novel method for tracking the evolution of community structures, referred to as ‘multiplex community affiliation clustering’ (MCAC), and use it to study the online social networks of Members of Parliament (MPs) and Members of the European Parliament (MEPs) in the United Kingdom. Social interaction networks are derived from social media (Twitter) communication over an eventful 17-month period spanning the UK General Election in 2015 and the UK Referendum on membership of the European Union in 2016. We find that the social network structure linking MPs and MEPs evolves over time, with distinct communities forming and re-forming, driven by party affiliations and political events. Without including any information about time in our model, we nevertheless find that the evolving social network structure shows multiple persistent and recurring states of affiliation between politicians, which align with content states derived from topic analysis of tweet text. These findings show that the dominant state of partisan segregation can be challenged by major political events, ideology, and intra-party tension that transcend party affiliations.","Author links open overlay panelIain S.WeaveraHywelWilliamsaIuliaCioroianubMatthewWilliamsaTravisCoanbSusanBanduccib","Volume 54, July 2018, Pages 132-144","KeywordsTwitterUK politicsDynamic networksLegislator networksClustering"
"1551951389-473","https://www.sciencedirect.com/journal/social-networks/issues","Volume 35, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/35/issue/2","The dual network structure of organizational problem solving: A case study on open source software development","https://www.sciencedirect.com/science/article/pii/S037887331200069X","We reconstruct the dual network structure generated by the association between 72 contributors and 737 software bugs engaged during a full development cycle of the free/open source software project Epiphany. Estimates of structural parameters of Exponential Random Graph Models for two-mode networks reveal the structural logics shaping activities of collaborative problem solving. After controlling for contributor-specific and software bug-specific characteristics, we find that contributors (“problem solvers”) tend to distribute their activity over multiple software bugs. At the same time, however, we find that software bugs (“problems”) tend not to share multiple contributors. This dual tendency toward de-specialization and exclusivity is sustained by specific local network dependencies revealed by our analysis which also suggests possible organizational mechanisms that may be underlying the puzzling macro-structural regularities frequently observed, but rarely explained, in the production of open source software. By combining these mechanisms with the influence of contributors characterized by different levels of involvement in the project, we provide micro-level evidence of structural interdependence between “core” and “peripheral” members identified exclusively on the basis of their individual level of contribution to the project.","Author links open overlay panelGuidoConaldiaAlessandroLomib","Volume 35, Issue 2, May 2013, Pages 237-250","KeywordsTwo-mode networksExponential Random GraphsFree/open source softwareOrganizational problem solving"
"1551951796-606","https://www.sciencedirect.com/journal/social-networks/issues","Volume 42","https://www.sciencedirect.com/journal/social-networks/vol/42/suppl/C","Editorial Board / Publication Information","https://www.sciencedirect.com/science/article/pii/S0378873315000350","null","Author links open overlay panel","Volume 42, July 2015, Page IFC","null"
"1551952139-715","https://www.sciencedirect.com/journal/social-networks/issues","Volume 48","https://www.sciencedirect.com/journal/social-networks/vol/48/suppl/C","The configuration of a status based model of economic actors: The case of Spanish government debt market","https://www.sciencedirect.com/science/article/pii/S0378873316300430","This paper analyses the social structure of the government debt market in Spain from a social network analysis approach. The relational analysis has been limited to the case of the syndicate issuances that took place between 2002 and 2015 and the process whereby lead manager banks choose their partners to underwrite the issue. The main contribution of this paper is the identification of social tie patterns between market participants and their structural equivalence in the market. Furthermore, it reveals how status operates in the market, conferring advantages on those actors with optimum positioning.","Author links open overlay panelMatildeMassóaAlejandroArnulfo Ruiz-Leónb","Volume 48, January 2017, Pages 23-35","KeywordsStatusGovernment debt marketSocial networksStructural equivalencePajek"
"1551949989-65","https://www.sciencedirect.com/journal/social-networks/issues","Volume 24, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/24/issue/1","Modeling social influence through network autocorrelation: constructing the weight matrix","https://www.sciencedirect.com/science/article/pii/S0378873301000491","Many physical and social phenomena are embedded within networks of interdependencies, the so-called ‘context’ of these phenomena. In network analysis, this type of process is typically modeled as a network autocorrelation model. Parameter estimates and inferences based on autocorrelation models, hinge upon the chosen specification of weight matrix W, the elements of which represent the influence pattern present in the network. In this paper I discuss how social influence processes can be incorporated in the specification of W. Theories of social influence center around ‘communication’ and ‘comparison’; it is discussed how these can be operationalized in a network analysis context. Starting from that, a series of operationalizations of W is discussed. Finally, statistical tests are presented that allow an analyst to test various specifications against one another or pick the best fitting model from a set of models.","Author links open overlay panelRoger Th.A.J.Leenders","Volume 24, Issue 1, January 2002, Pages 21-47","KeywordsAutocorrelationSpatial analysisSocial influence"
"1551950974-341","https://www.sciencedirect.com/journal/social-networks/issues","Volume 32, Issue 3","https://www.sciencedirect.com/journal/social-networks/vol/32/issue/3","Editorial Board","https://www.sciencedirect.com/science/article/pii/S0378873310000249","null","Author links open overlay panel","Volume 32, Issue 3, July 2010, Page CO2","null"
"1551952175-726","https://www.sciencedirect.com/journal/social-networks/issues","Volume 49","https://www.sciencedirect.com/journal/social-networks/vol/49/suppl/C","Geodesic based centrality: Unifying the local and the global","https://www.sciencedirect.com/science/article/pii/S0378873315301040","A variety of node-level centrality measures, including purely structural measures (such as degree and closeness centrality) and measures incorporating characteristics of actors (such as the Blau's measure of heterogeneity) have been developed to measure a person's access to resources held by others. Each of these node-level measures can be placed on a continuum depending on whether they focus only on ego's direct contacts (e.g. degree centrality and Blau's measure of heterogeneity), or whether they also incorporate connections to others at longer distances in the network (e.g. closeness centrality or betweenness centrality). In this paper we propose generalized measures, where a tuning parameter δ regulates the relative impact of resources held by more close versus more distant others. We first show how, when a specific δ is chosen degree-centrality and reciprocal closeness centrality are two specific instances of this more general measure. We then demonstrate how a similar approach can be applied to node-level measures that incorporate attributes. When more or less weight is given to other nodes at longer distances with specific characteristics, a generalized measure of resource-richness and a generalized measure for diversity among one's connections can be obtained (following Blau's measure of heterogeneity). Finally, we show how this approach can also be applied to betweenness centrality to focus on more local (ego) betweenness or global (Freeman) betweenness. The importance of the choice of δ is illustrated on some classic network datasets.","Author links open overlay panelFilipAgneessensaStephen P.BorgattibMartin G.Everettc","Volume 49, May 2017, Pages 12-26","KeywordsDegree centralityCloseness centralityBetweenness centralityDiversityResource-richnessNode-level measures"
"1551950309-143","https://www.sciencedirect.com/journal/social-networks/issues","Volume 27, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/27/issue/1","Ego network betweenness","https://www.sciencedirect.com/science/article/pii/S037887330400067X","In this paper, we look at the betweenness centrality of ego in an ego network. We discuss the issue of normalization and develop an efficient and simple algorithm for calculating the betweenness score. We then examine the relationship between the ego betweenness and the betweenness of the actor in the whole network. Whereas, we can show that there is no theoretical link between the two we undertake a simulation study, which indicates that the local ego betweenness is highly correlated with the betweenness of the actor in the complete network.","Author links open overlay panelMartinEverettaStephen P.Borgattib","Volume 27, Issue 1, January 2005, Pages 31-38","null"
"1551952612-860","https://www.sciencedirect.com/journal/social-networks/issues","Volume 57","https://www.sciencedirect.com/journal/social-networks/vol/57/suppl/C","Multiplicative coevolution regression models for longitudinal networks and nodal attributes","https://www.sciencedirect.com/science/article/pii/S0378873318305008","We introduce a simple and extendable coevolution model for the analysis of longitudinal network and nodal attribute data. The model features parameters that describe three phenomena: homophily, contagion and autocorrelation of the network and nodal attribute process. Homophily here describes how changes to the network may be associated with between-node similarities in terms of their nodal attributes. Contagion refers to how node-level attributes may change depending on the network. The model we present is based upon a pair of intertwined autoregressive processes. We obtain least-squares parameter estimates for continuous-valued fully-observed network and attribute data. We also provide methods for Bayesian inference in several other cases, including ordinal network and attribute data, and models involving latent nodal attributes. These model extensions are applied to an analysis of international relations data and to data from a study of teen delinquency and friendship networks.","Author links open overlay panelYanjunHeaPeter D.Hoffb","Volume 57, May 2019, Pages 54-62","KeywordsBayesian inferenceBinary regressionDynamic dataFactor modelProbit modelRelational dataVector autoregression"
