"","word1","word2","n"
"3365","method","claimed",1
"3366","method","whereon",1
"3367","methodological","discussion",1
"3368","methodological","implications",1
"3369","methodological","innovation",1
"3370","methodology","descriptions",1
"3371","methodology","facilitates",1
"3372","methods","adopted",1
"3373","methods","employed",1
"3374","methods","relying",1
"3375","mexicano","para",1
"3376","michel","godet",1
"3377","michiya","nozaki",1
"3378","micro","scale",1
"3379","microeconomic","policy",1
"3380","mid","range",1
"3381","mighty","neighbours",1
"3382","migration","outlook",1
"3383","milano","rwth",1
"3384","miles","contribution",1
"3385","miles","offered",1
"3386","militarization","trafficking",1
"3387","military","alliance",1
"3388","military","establishments",1
"3389","military","instruments",1
"3390","military","operations",1
"3391","military","power",1
"3392","military","requirements",1
"3393","military","strength",1
"3394","military","technology",1
"3395","millennium","issues.html",1
"3396","millennium","leisure",1
"3397","millennium","project's",1
"3398","millennium","successive",1
"3399","miller","ma",1
"3400","million","inhabitants",1
"3401","mind","change",1
"3402","minds","filter",1
"3403","ming","yeu",1
"3404","minimalist","scenario",1
"3405","minimally","adequate",1
"3406","minimizing","potential",1
"3407","minister","tibor",1
"3408","minorities","including",1
"3409","miroudot","pascal",1
"3410","misha","taniuchi",1
"3411","mission","statement",1
"3412","mission","values",1
"3413","mixed","approaches",1
"3414","model","grounded",1
"3415","modelling","offers",1
"3416","modelling","techniques",1
"3417","modern","automobile",1
"3418","modern","cities",1
"3419","modern","computer",1
"3420","modern","economy",1
"3421","modern","era",1
"3422","modern","health",1
"3423","modern","information",1
"3424","modernisation","programme",1
"3425","modernist","relationship",1
"3426","modification","remains",1
"3427","modified","scenario",1
"3428","modular","reactor",1
"3429","molecular","hydrogen",1
"3430","molecular","units",1
"3431","monetary","functions",1
"3432","monetary","integration",1
"3433","monetised","exchange",1
"3434","money","notably",1
"3435","money","poses",1
"3436","monitoring","implementation",1
"3437","monitoring","system",1
"3438","monterrey","campus",1
"3439","monterrey","itesm",1
"3440","morley","head",1
"3441","mortgage","bankers",1
"3442","moscow","institute",1
"3443","moscow","peter",1
"3444","moscow","russian",1
"3445","mostafa","nejati",1
"3446","motivation","access",1
"3447","motor","car",1
"3448","motor","forming",1
"3449","mouakil","michiya",1
"3450","mountain","community",1
"3451","mouth","epidemics",1
"3452","mridul","chowdhury",1
"3453","mt","eliza",1
"3454","multi","dimensional",1
"3455","multi","economy",1
"3456","multi","layered",1
"3457","multi","source",1
"3458","multidisciplinary","approach",1
"3459","multilateral","response",1
"3460","multinational","companies",1
"3461","multinational","corporations",1
"3462","multiple","identities",1
"3463","multiple","views",1
"3464","municipal","government",1
"3465","municipality","phr",1
"3466","mutual","advantage",1
"3467","mutual","protection",1
"3468","mutually","dependent",1
"3469","mveuthey","mac.com",1
"3470","myron","van",1
"3471","mythic","external",1
"3472","mythical","world",1
"3473","named","cosme",1
"3474","nankai","university",1
"3475","nanometer","level",1
"3476","nanotechnologies","pen",1
"3477","nanotechnology","experts",1
"3478","nanotechnology","promises",1
"3479","nanotechnology","roadmap",1
"3480","napier","collyns",1
"3481","narrative","depiction",1
"3482","narrow","windows",1
"3483","nasa","involved",1
"3484","nathalie","vercruysse",1
"3485","nation","building",1
"3486","nation's","strengths",1
"3487","national","applied",1
"3488","national","bank",1
"3489","national","chiayi",1
"3490","national","cluster",1
"3491","national","components",1
"3492","national","differences",1
"3493","national","economies",1
"3494","national","future",1
"3495","national","health",1
"3496","national","markets",1
"3497","national","players",1
"3498","national","programs",1
"3499","national","regional",1
"3500","national","responsibilities",1
"3501","national","situation",1
"3502","national","swedish",1
"3503","nations","move",1
"3504","nations","regions",1
"3505","natural","cultural",1
"3506","natural","environment",1
"3507","natural","inclination",1
"3508","natural","scientific",1
"3509","naturally","belongs",1
"3510","naturally","brings",1
"3511","naturally","occurring",1
"3512","nature","based",1
"3513","nazemi","chaparak",1
"3514","nearness","experience",1
"3515","necessarily","articulate",1
"3516","necessitate","recognition",1
"3517","negative","effects",1
"3518","negative","expression",1
"3519","negative","phenomena",1
"3520","neglected","perspective",1
"3521","neighbours","macau",1
"3522","neil","smith",1
"3523","neo","liberal",1
"3524","neo","piagetian",1
"3525","net","addicts",1
"3526","network","based",1
"3527","network","communication",1
"3528","network","effect",1
"3529","network","gbn",1
"3530","network","services",1
"3531","network","technologies",1
"3532","networking","forms",1
"3533","networking","processes",1
"3534","networks","anti",1
"3535","networks","means",1
"3536","neuro","linguistic",1
"3537","neurocognitive","development",1
"3538","neurocognitive","model",1
"3539","newborn","blue",1
"3540","newly","formed",1
"3541","news","coming",1
"3542","newspaper","articles",1
"3543","ngo","democratising",1
"3544","nhs","confederation",1
"3545","niece","claire",1
"3546","nihilist","characteristic",1
"3547","noam","stuart",1
"3548","norske","veritas",1
"3549","north","africa’s",1
"3550","north","america",1
"3551","north","nottinghamshire",1
"3552","northern","ireland",1
"3553","norway","critical",1
"3554","notable","planning",1
"3555","notably","concerns",1
"3556","noted","social",1
"3557","noteworthy","finding",1
"3558","notions","lay",1
"3559","notions","set",1
"3560","nottinghamshire","business",1
"3561","november","2007accepted",1
"3562","november","2008accepted",1
"3563","nozaki","pascal",1
"3564","npt","signed",1
"3565","nrw","graduate",1
"3566","nsfc","china",1
"3567","nuclear","disarmament",1
"3568","nuclear","energy",1
"3569","nuclear","plants",1
"3570","nuclear","programme",1
"3571","nuclear","reactor",1
"3572","numerous","nanotechnology",1
"3573","obfuscating","role",1
"3574","objectives","departs",1
"3575","objectives","remains",1
"3576","observed","trends",1
"3577","obsolete","ideas",1
"3578","obtain","partial",1
"3579","occupancy","water",1
"3580","occupation","staff",1
"3581","occur","systematically",1
"3582","occurrences","reveals",1
"3583","occurring","organisms",1
"3584","october","2007accepted",1
"3585","october","accepted",1
"3586","oecd","economies",1
"3587","oecd","publishes",1
"3588","oecd's","international",1
"3589","offered","insight",1
"3590","offered","pertaining",1
"3591","offered","valuable",1
"3592","office","rpo",1
"3593","officer","clo",1
"3594","official","channels",1
"3595","official","opinion",1
"3596","official","policy",1
"3597","official","reports",1
"3598","offload","risk",1
"3599","ogd","usage",1
"3600","ogilvy","peter",1
"3601","oil","world",1
"3602","oleg","smirnov",1
"3603","oliver","markley",1
"3604","olli","hietanen",1
"3605","omissions","remain",1
"3606","ongoing","encroachment",1
"3607","online","consultations",1
"3608","online","products",1
"3609","ontario","genomics",1
"3610","opec","summit",1
"3611","operates","leaders",1
"3612","operating","environments",1
"3613","operation","apec",1
"3614","operational","levels",1
"3615","opportune","time",1
"3616","opportunities","fast",1
"3617","opportunities","measures",1
"3618","opportunity","provided",1
"3619","opposing","intellectual",1
"3620","optics","enable",1
"3621","optimal","business",1
"3622","optimistic","liberal",1
"3623","options","raises",1
"3624","orderly","administration",1
"3625","ordinary","communities",1
"3626","ordinary","power",1
"3627","ordinating","public",1
"3628","orebro","sweden",1
"3629","org","persons",1
"3630","organic","change",1
"3631","organic","light",1
"3632","organic","methods",1
"3633","organic","versus",1
"3634","organisation","framework",1
"3635","organisation’s","intellectual",1
"3636","organisational","learning",1
"3637","organisational","literature",1
"3638","organisational","measures",1
"3639","organisational","platform",1
"3640","organisational","scholarship",1
"3641","organisational","structures",1
"3642","organisations","view",1
"3643","organisms","allowing",1
"3644","organisms","gmos",1
"3645","organization","discussing",1
"3646","organizational","factors",1
"3647","organizational","futures",1
"3648","organizational","futurist",1
"3649","organizational","power",1
"3650","organizational","structure",1
"3651","organizational","structures",1
"3652","organizations","producing",1
"3653","organizations","representative",1
"3654","organizations","sectors",1
"3655","organizations","seeking",1
"3656","organized","mobilization",1
"3657","organized","presence",1
"3658","oriented","approach",1
"3659","oriented","field",1
"3660","oriented","leadership",1
"3661","oriented","regulatory",1
"3662","oriented","society",1
"3663","original","development",1
"3664","oslo","anne",1
"3665","outer","distinction",1
"3666","outlines","european",1
"3667","outlining","scenarios",1
"3668","outputs","whilst",1
"3669","outstanding","support",1
"3670","overhead","paradigm",1
"3671","overstretched","health",1
"3672","owned","ownership",1
"3673","ownership","changed",1
"3674","oxford","routledge",1
"3675","ozzie","zehner",1
"3676","pa","reform",1
"3677","pac","cluster",1
"3678","paichayontvijit","graduate",1
"3679","pairs","comprising",1
"3680","pakistan","incubated",1
"3681","palme","director",1
"3682","paper.this","section",1
"3683","papers","published",1
"3684","paradigm","constitutes",1
"3685","paradigm","shift",1
"3686","parallax","view",1
"3687","parallel","developments",1
"3688","parallel","organization",1
"3689","parallel","trends",1
"3690","parameters","distinguishing",1
"3691","pardee","center",1
"3692","parent","organisation",1
"3693","parents","educators",1
"3694","park","taiwan",1
"3695","parliamentary","reform",1
"3696","partial","funding",1
"3697","partial","results",1
"3698","participants","included",1
"3699","participation","rate",1
"3700","participation","scenarios",1
"3701","participative","futures",1
"3702","participatory","democratic",1
"3703","participatory","scenario",1
"3704","partly","funded",1
"3705","partly","include",1
"3706","partly","supported",1
"3707","partner","institutions",1
"3708","partners","involved",1
"3709","past","century",1
"3710","past","twenty",1
"3711","patently","false",1
"3712","paternalistic","medicine",1
"3713","path","analysis",1
"3714","paths","throwing",1
"3715","patience","understanding",1
"3716","patient","organizations",1
"3717","patricia","kelly",1
"3718","patrick","low",1
"3719","paul","kennedy's",1
"3720","paul","raskin",1
"3721","paul","werbos",1
"3722","pauline","bickley",1
"3723","paying","attention",1
"3724","payment","instrument",1
"3725","payment","systems",1
"3726","peace","require",1
"3727","peace","social",1
"3728","peaceful","future",1
"3729","peaceful","international",1
"3730","peaceful","world",1
"3731","peacekeeping","nation",1
"3732","pebble","bed",1
"3733","pedagogy","finding",1
"3734","pen","project",1
"3735","pendulum","swings",1
"3736","penetrating","cognition",1
"3737","pennsylvania","received",1
"3738","people","alive",1
"3739","people","coming",1
"3740","people","noted",1
"3741","people","organizations",1
"3742","people","oriented",1
"3743","people","system",1
"3744","people's","commitment",1
"3745","people’s","aspirations",1
"3746","people’s","communication",1
"3747","people’s","homes",1
"3748","people’s","republic",1
"3749","perceive","mid",1
"3750","perceived","future",1
"3751","perceptual","filters",1
"3752","perform","correlation",1
"3753","perform","processes",1
"3754","performance","evaluation",1
"3755","performance","governance",1
"3756","performance","measurement",1
"3757","performance","measurers",1
"3758","peripherals","advanced",1
"3759","permanent","concern",1
"3760","permanent","monitoring",1
"3761","persian","gulf",1
"3762","persistent","structures",1
"3763","personal","brand",1
"3764","personal","corporate",1
"3765","personal","development",1
"3766","personal","futures",1
"3767","personal","genetic",1
"3768","personal","interconnections",1
"3769","personal","investment",1
"3770","personal","mobility",1
"3771","personal","predilections",1
"3772","personal","scenarios",1
"3773","personal","security",1
"3774","personal","strategic",1
"3775","personal","trends",1
"3776","personal","wealth",1
"3777","persons","39054877",1
"3778","perspective","futures",1
"3779","perspective","provided",1
"3780","pertinent","questions",1
"3781","pertinent","results",1
"3782","pessimistic","critiques",1
"3783","pessimistic","findings",1
"3784","pessimistic","liberal",1
"3785","pessimistic","predictions",1
"3786","pessimists","wrong",1
"3787","peter","davis",1
"3788","peter","schwartz",1
"3789","petit","frank",1
"3790","petri","dishes",1
"3791","petri","tapio",1
"3792","petroleum","addiction",1
"3793","pew","charitable",1
"3794","peyvasteh","heidari",1
"3795","phase","development",1
"3796","phenomena","operate",1
"3797","philip","tetlock",1
"3798","philosophical","framework",1
"3799","philosophical","perspective",1
"3800","philosophy","underlying",1
"3801","phone","fax",1
"3802","photo","courtesy",1
"3803","photograph","acknowledgements",1
"3804","photograph","photo",1
"3805","photos","courtesy",1
"3806","phr","ihlb",1
"3807","phyllis","vangelder",1
"3808","physical","mental",1
"3809","physical","processes",1
"3810","physical","sciences",1
"3811","physically","close",1
"3812","physics","chemistry",1
"3813","physiological","monitoring",1
"3814","piagetian","theory",1
"3815","picmet","conference",1
"3816","picture","survey",1
"3817","pitfalls","tetlock",1
"3818","plan","exploring",1
"3819","plan","priorities",1
"3820","planetary","sense",1
"3821","planetary","society",1
"3822","planetwork","conference",1
"3823","planning","department",1
"3824","planning","disasters",1
"3825","planning","exercise",1
"3826","planning","frameworks",1
"3827","planning","perspective",1
"3828","planning","policy",1
"3829","planning","sessions",1
"3830","planning","task",1
"3831","plans","future",1
"3832","plaster","solutions",1
"3833","plc","brighton",1
"3834","plural","values",1
"3835","poking","fun",1
"3836","polar","cultural",1
"3837","polarizing","east",1
"3838","policies","achieved",1
"3839","policies","publications",1
"3840","policy","actors",1
"3841","policy","advisers",1
"3842","policy","choices",1
"3843","policy","cluster",1
"3844","policy","dialogue",1
"3845","policy","elements",1
"3846","policy","findings",1
"3847","policy","futures",1
"3848","policy","goals",1
"3849","policy","implications",1
"3850","policy","initiatives",1
"3851","policy","intelligence",1
"3852","policy","lkyspp",1
"3853","policy","objectives",1
"3854","policy","option",1
"3855","policy","options",1
"3856","policy","perspective",1
"3857","policy","recommendations",1
"3858","policy","report",1
"3859","policy","significantly",1
"3860","policy","strategy",1
"3861","policy","thrusts",1
"3862","policymakers","social",1
"3863","politecnico","di",1
"3864","political","action",1
"3865","political","class",1
"3866","political","community",1
"3867","political","decision",1
"3868","political","decisions",1
"3869","political","discussion",1
"3870","political","discussions",1
"3871","political","disintegration",1
"3872","political","dynamic",1
"3873","political","economic",1
"3874","political","economy",1
"3875","political","factors",1
"3876","political","forecasts",1
"3877","political","leaders",1
"3878","political","leadership",1
"3879","political","map",1
"3880","political","novels",1
"3881","political","policies",1
"3882","political","reform",1
"3883","political","science",1
"3884","political","sphere",1
"3885","political","system",1
"3886","political","systems",1
"3887","politically","controversial",1
"3888","politically","convenient",1
"3889","politically","feasible",1
"3890","politics","business",1
"3891","politiques","publiques",1
"3892","polling","electronic",1
"3893","polluting","greenhouse",1
"3894","pollution","limiting",1
"3895","poor","agenda",1
"3896","poor","public",1
"3897","poor","unchecked",1
"3898","poorest","nations",1
"3899","poorest","people",1
"3900","popular","fearmongers",1
"3901","popular","generational",1
"3902","popular","writers",1
"3903","population","brings",1
"3904","population","dynamics",1
"3905","population","energy",1
"3906","population","growth",1
"3907","population","health",1
"3908","population","queensland",1
"3909","portuguese","fundação",1
"3910","pose","complex",1
"3911","poses","compelling",1
"3912","position","solutions",1
"3913","positioning","green",1
"3914","positioning","involved",1
"3915","positive","action",1
"3916","positive","environmental",1
"3917","positive","organisational",1
"3918","positive","social",1
"3919","possibly","arcane",1
"3920","post","crisis",1
"3921","post","industrial",1
"3922","post","socialism",1
"3923","potential","benefit",1
"3924","potential","challenges",1
"3925","potential","contribution",1
"3926","potential","destructive",1
"3927","potential","future",1
"3928","potential","growth",1
"3929","potential","human",1
"3930","potential","military",1
"3931","potential","providers",1
"3932","potential","rebound",1
"3933","potential","source",1
"3934","potential","statistical",1
"3935","potential","synergies",1
"3936","potential","synergy",1
"3937","potential","transition",1
"3938","potential","wildcards",1
"3939","potentially","revolutionary",1
"3940","potentially","unite",1
"3941","poursheikhali","salimi",1
"3942","poverty","terrorism",1
"3943","power","analyzes",1
"3944","power","current",1
"3945","power","derived",1
"3946","power","plants",1
"3947","power","structure",1
"3948","powerful","force",1
"3949","powerful","information",1
"3950","powerful","societal",1
"3951","powerpoint","slides",1
"3952","powers","1987",1
"3953","powers","taking",1
"3954","powerseeking","choices",1
"3955","pp","564",1
"3956","pp","97",1
"3957","practical","experience",1
"3958","practical","guides",1
"3959","practical","purposes",1
"3960","practical","simple",1
"3961","practice","compared",1
"3962","practitioners","representing",1
"3963","prange","gstoehl",1
"3964","pre","designed",1
"3965","precious","suggestions",1
"3966","precise","prediction",1
"3967","predictably","organizations",1
"3968","predictive","cultural",1
"3969","predictive","dimension",1
"3970","predilections","arousal",1
"3971","predominantly","agricultural",1
"3972","predominantly","urban",1
"3973","preferential","green",1
"3974","preferred","corporate",1
"3975","preferred","future",1
"3976","preferred","outcomes",1
"3977","preferred","vision",1
"3978","preferred","workforce",1
"3979","preliminary","form",1
"3980","prepare","students",1
"3981","prepared","based",1
"3982","presence","responses",1
"3983","presently","politically",1
"3984","presidio","san",1
"3985","pressing","question",1
"3986","prevailing","bureaucratic",1
"3987","preventive","health",1
"3988","previous","approaches",1
"3989","previously","published",1
"3990","priceless","instrument",1
"3991","prices","gas",1
"3992","prices","hovering",1
"3993","primary","goals",1
"3994","primary","means",1
"3995","primary","wealth",1
"3996","prime","minister",1
"3997","principal","methodology",1
"3998","principles","recognize",1
"3999","print","978",1
"4000","priorities","include",1
"4001","priorities","related",1
"4002","priority","goals",1
"4003","priority","topics",1
"4004","private","agendas",1
"4005","private","enterprise",1
"4006","private","hands",1
"4007","private","interactive",1
"4008","private","sector",1
"4009","pro","poor",1
"4010","proactive","conception",1
"4011","probable","futures",1
"4012","problematic","ranking",1
"4013","procedural","development",1
"4014","process","borrowed",1
"4015","process","called",1
"4016","process","data",1
"4017","process","efficiency",1
"4018","process","enriches",1
"4019","process","foresight",1
"4020","process","improvement",1
"4021","processes","aimed",1
"4022","processes","involved",1
"4023","processing","à",1
"4024","processing","techniques",1
"4025","produce","molecules",1
"4026","produced","ten",1
"4027","produces","potential",1
"4028","producing","visions",1
"4029","product","development",1
"4030","product","gdp",1
"4031","product","market",1
"4032","product","offering",1
"4033","product","oriented",1
"4034","product","quality",1
"4035","production","automation",1
"4036","production","costs",1
"4037","production","due",1
"4038","production","requires",1
"4039","production","transportation",1
"4040","productive","interviews",1
"4041","productive","technologies",1
"4042","productivity","changed",1
"4043","products","services",1
"4044","prof","daim",1
"4045","prof","kumiko",1
"4046","profactor","schneider",1
"4047","profession","thriving",1
"4048","professional","assistance",1
"4049","professional","network",1
"4050","profiles","answers",1
"4051","profitable","product",1
"4052","profitable","products",1
"4053","profound","technological",1
"4054","program","coordinator",1
"4055","program","national",1
"4056","program","traffic",1
"4057","programme","development",1
"4058","programme","office",1
"4059","programme","proposal",1
"4060","programme","socio",1
"4061","programme","stayed",1
"4062","programmes","enrolled",1
"4063","programmes","exercises",1
"4064","programming","exercise",1
"4065","programs","aimed",1
"4066","progress","finally",1
"4067","proj","tl2025",1
"4068","project","challenges",1
"4069","project","commissioned",1
"4070","project","consortium",1
"4071","project","coordinator",1
"4072","project","corporate",1
"4073","project","describes",1
"4074","project","emmi",1
"4075","project","enterprise",1
"4076","project","established",1
"4077","project","experiments",1
"4078","project","foundation",1
"4079","project","grant",1
"4080","project","ictaf",1
"4081","project","identified",1
"4082","project","implemented",1
"4083","project","leader",1
"4084","project","manager",1
"4085","project","named",1
"4086","project","participants",1
"4087","project","received",1
"4088","project","supported",1
"4089","project","undertaken",1
"4090","project’s","networks",1
"4091","projects","activity",1
"4092","proliferating","futures",1
"4093","proliferation","treaty",1
"4094","promises","explores",1
"4095","promising","markets",1
"4096","prompt","feedback",1
"4097","proofing","policies",1
"4098","propel","huge",1
"4099","properties","mega",1
"4100","property","professions",1
"4101","proposed","approach",1
"4102","proposition","academics",1
"4103","propositions","relating",1
"4104","prosaic","aims",1
"4105","prospective","approach",1
"4106","prospective","organizational",1
"4107","prospective","process",1
"4108","prospective","studies",1
"4109","protecting","biodiversity",1
"4110","protection","agency",1
"4111","provide","access",1
"4112","provide","alternatives",1
"4113","provide","competitive",1
"4114","provide","guidelines",1
"4115","provide","increased",1
"4116","provide","perspectives",1
"4117","provide","radically",1
"4118","provided","guidance",1
"4119","provided","valuable",1
"4120","providing","insightful",1
"4121","providing","materials",1
"4122","providing","methodology",1
"4123","province","turkey",1
"4124","provincially","sponsored",1
"4125","prussia","united",1
"4126","psychological","characteristics",1
"4127","public","accustomed",1
"4128","public","agency",1
"4129","public","alike",1
"4130","public","concerns",1
"4131","public","dialog",1
"4132","public","disquiet",1
"4133","public","expectations",1
"4134","public","futures",1
"4135","public","geographic",1
"4136","public","health",1
"4137","public","image",1
"4138","public","information",1
"4139","public","organisations",1
"4140","public","politic",1
"4141","public","sector's",1
"4142","public","sphere",1
"4143","public","trust",1
"4144","publication","process.this",1
"4145","publications","office",1
"4146","publications.jrc.ec.europa.eu","repository",1
"4147","publicly","listed",1
"4148","publiques","governmental",1
"4149","punkt","germany",1
"4150","pure","information",1
"4151","putting","forward",1
"4152","qadiri","alizadeh",1
"4153","quadrant","framework",1
"4154","quadrant","integral",1
"4155","quadrant","model",1
"4156","qualitative","change",1
"4157","quality","assurance",1
"4158","quality","employment",1
"4159","quality","geographic",1
"4160","quality","impact",1
"4161","quality","oriented",1
"4162","quality","standards",1
"4163","quantitative","change",1
"4164","quantitative","methods",1
"4165","quantitative","statistics",1
"4166","quantum","mechanics",1
"4167","quarter","century",1
"4168","queensland","cmvh",1
"4169","queensland","university",1
"4170","queensland’s","future",1
"4171","questionnaire","survey",1
"4172","questions","raised",1
"4173","quickening","pace",1
"4174","quiet","revolution",1
"4175","rabat","casablanca",1
"4176","radically","change",1
"4177","radically","cleaner",1
"4178","radically","transform",1
"4179","radically","transformed",1
"4180","radio","spectrum",1
"4181","rafael","belzer",1
"4182","rahs","programme",1
"4183","rahs","system",1
"4184","raised","nowadays",1
"4185","raises","challenges",1
"4186","raises","doubts",1
"4187","raises","pertinent",1
"4188","ralph","stacey",1
"4189","rand","europe",1
"4190","range","futures",1
"4191","range","perspective",1
"4192","range","view",1
"4193","ranging","foresight",1
"4194","rapid","evolution",1
"4195","rapid","increase",1
"4196","rapid","innovation",1
"4197","rapid","integration",1
"4198","rapidly","changing",1
"4199","rapidly","expanding",1
"4200","rapidly","gaining",1
"4201","rating","personal",1
"4202","rational","logical",1
"4203","reaching","consequences",1
"4204","reactor","configurations",1
"4205","reactor","htgr",1
"4206","reactor","pbmr",1
"4207","readily","deployed",1
"4208","reading","journey",1
"4209","real","economy",1
"4210","real","options",1
"4211","real","paradigm",1
"4212","real","participation",1
"4213","real","society",1
"4214","real","terms",1
"4215","real","time",1
"4216","real","world",1
"4217","reality","received",1
"4218","reason","lies",1
"4219","reasons","including",1
"4220","rebound","effects",1
"4221","recast","world",1
"4222","receives","funding",1
"4223","recent","issue",1
"4224","recent","months",1
"4225","recent","occurrences",1
"4226","recent","pakistan",1
"4227","recent","spate",1
"4228","recent","trends",1
"4229","recently","held",1
"4230","recommending","policy",1
"4231","reconcile","economic",1
"4232","reconciling","conflicting",1
"4233","reconfigurable","enterprises",1
"4234","reconstruct","matter",1
"4235","recreation","hospitality",1
"4236","redesigning","government",1
"4237","reduced","costs",1
"4238","reducing","costs",1
"4239","reducing","environmental",1
"4240","reducing","pollution",1
"4241","reducing","production",1
"4242","referees","received",1
"4243","reflects","history",1
"4244","reform","2.0",1
"4245","reform","reorganization",1
"4246","regenerative","medicine",1
"4247","region","embarks",1
"4248","regional","developments",1
"4249","regional","differences",1
"4250","regional","futures",1
"4251","regional","government",1
"4252","regional","level",1
"4253","regional","tensions",1
"4254","regional","trade",1
"4255","regions","corporations",1
"4256","regular","adjustment",1
"4257","regular","basis",1
"4258","regulatory","framework",1
"4259","relat","ion",1
"4260","related","issues",1
"4261","related","processes",1
"4262","related","social",1
"4263","relates","simmel’s",1
"4264","relations","center",1
"4265","relations","rulebook",1
"4266","relative","conceptions",1
"4267","relative","importance",1
"4268","relevant","proposition",1
"4269","reliable","measures",1
"4270","reliable","predictions",1
"4271","religious","presence",1
"4272","remain","excluded",1
"4273","remaining","errors",1
"4274","remains","poorly",1
"4275","remedy","genetic",1
"4276","remote","surgery",1
"4277","removing","cultural",1
"4278","renewable","resources",1
"4279","renewable","water",1
"4280","rengifo","kabasele",1
"4281","replace","traditional",1
"4282","report","eu",1
"4283","report","maggio",1
"4284","report","policy",1
"4285","report","top",1
"4286","reporting","language",1
"4287","reports","covered",1
"4288","reports","leads",1
"4289","repository","bitstream",1
"4290","represent","det",1
"4291","represent","real",1
"4292","representative","citizen",1
"4293","representative","government",1
"4294","representative","makes",1
"4295","representative","systems",1
"4296","required","transformation",1
"4297","requires","attention",1
"4298","requires","concern",1
"4299","requires","images",1
"4300","requires","unprecedented",1
"4301","res","000",1
"4302","researcher","industrial",1
"4303","researchers","maree",1
"4304","resolving","conflict",1
"4305","resource","efficiency",1
"4306","resource","inputs",1
"4307","resource","intensive",1
"4308","resources","decline",1
"4309","resources","development",1
"4310","resources","energy",1
"4311","resources","extending",1
"4312","resources","green",1
"4313","resources","sunare",1
"4314","resources","wisely",1
"4315","respond","positively",1
"4316","respondents","reported",1
"4317","responsibility","movement",1
"4318","resulting","social",1
"4319","results","obtained",1
"4320","results","supersede",1
"4321","reticular","character",1
"4322","retirement","transition",1
"4323","retrospective","comparisons",1
"4324","reverend","lord",1
"4325","review","science",1
"4326","review","vol",1
"4327","reviewer","gratefully",1
"4328","revolutionary","advances",1
"4329","revolutionary","change",1
"4330","rich","contributions",1
"4331","richard","higgott",1
"4332","richard","scase",1
"4333","richard","whaley",1
"4334","richie","robinson",1
"4335","ridden","history",1
"4336","rights","parliamentary",1
"4337","rights","protection",1
"4338","rights","solidarity",1
"4339","rigorous","discipline",1
"4340","rising","public",1
"4341","risk","controllable",1
"4342","robin","mannings",1
"4343","robinson","erika",1
"4344","robosoft","profactor",1
"4345","robust","strategies",1
"4346","roland","bardy",1
"4347","role","models",1
"4348","role","played",1
"4349","romanian","public",1
"4350","ron","johnston",1
"4351","ronald","higgins",1
"4352","rosen","aristotle",1
"4353","rosen's","anticipatory",1
"4354","ross","upshur",1
"4355","rough","draft",1
"4356","round","innovation",1
"4357","roundtable","meeting",1
"4358","routledge","2019",1
"4359","rovereto","italy",1
"4360","rpo","kayamundi",1
"4361","rpo","rpo",1
"4362","rule","based",1
"4363","rulebook","there’s",1
"4364","rules","chance",1
"4365","ruprecht","niepold",1
"4366","rural","aspect",1
"4367","ruschlikon","annual",1
"4368","ruslan","yaminov",1
"4369","russia's","technology",1
"4370","russian","academy",1
"4371","russian","economy",1
"4372","russian","sociology",1
"4373","russian","water",1
"4374","rwth","aachen",1
"4375","sa","132628",1
"4376","sabbatical","grant",1
"4377","safeguarding","consumer",1
"4378","safeguards","required",1
"4379","safety","2025",1
"4380","safety","analysts",1
"4381","sains","malaysia",1
"4382","sales","forecasting",1
"4383","salimi","peyvasteh",1
"4384","sample’s","future",1
"4385","samuel","alexander",1
"4386","sandera","consortium",1
"4387","sandera","discussion",1
"4388","sandera","project",1
"4389","sandera","workshops",1
"4390","sandy","thomas",1
"4391","sanitation","sector",1
"4392","santer’s","cabinet",1
"4393","sara","chung",1
"4394","satisfy","human",1
"4395","saxon","world",1
"4396","scale","complex",1
"4397","scale","examining",1
"4398","scale","planning",1
"4399","scanning","activities",1
"4400","scanning","es",1
"4401","scanning","frame",1
"4402","scanning","framework",1
"4403","scenario","approach",1
"4404","scenario","creation",1
"4405","scenario","describes",1
"4406","scenario","development",1
"4407","scenario","fortress",1
"4408","scenario","human",1
"4409","scenario","methods",1
"4410","scenario","modelling",1
"4411","scenario","processes",1
"4412","scenario","salon",1
"4413","scenario","technique",1
"4414","scenario","thinking",1
"4415","scenarios","alternative",1
"4416","scenarios","collapse",1
"4417","scenarios","constructed",1
"4418","scenarios","cover",1
"4419","scenarios","demand",1
"4420","scenarios","depicting",1
"4421","scenarios","developed",1
"4422","scenarios","developing",1
"4423","scenarios","expert",1
"4424","scenarios","include",1
"4425","scenarios","integrate",1
"4426","scenarios","methodology",1
"4427","scenarios","optimistic",1
"4428","scenarios","outline",1
"4429","scenarios","rif",1
"4430","scenarios","scenarios",1
"4431","scenarios","turbulent",1
"4432","schadewitz","arno",1
"4433","schick","rafael",1
"4434","schneider","electric",1
"4435","scholarly","literature",1
"4436","scholars","business",1
"4437","scholars","studying",1
"4438","school","children",1
"4439","school","curriculum",1
"4440","school","students",1
"4441","school","type",1
"4442","science","2.0",1
"4443","science","council",1
"4444","science","foresight",1
"4445","science","park",1
"4446","science","system",1
"4447","science","university",1
"4448","sciences","era",1
"4449","sciences","fass",1
"4450","sciences","rapidly",1
"4451","sciences","realising",1
"4452","scientific","content",1
"4453","scientific","deliberative",1
